trialNum,resgister,reading (mm),strength,expected distance (mm)
1,0.0,57.0,-6791.0,290
1,1.0,117.0,-6902.0,290
1,2.0,202.0,-13271.0,290
1,3.0,267.0,-9795.0,290
1,0.0,57.0,-6565.0,290
1,1.0,117.0,-6760.0,290
1,2.0,202.0,-12764.0,290
1,3.0,265.0,-9762.0,290
1,0.0,57.0,-6630.0,290
1,1.0,117.0,-6932.0,290
1,2.0,204.0,-13286.0,290
1,3.0,268.0,-9712.0,290
1,0.0,57.0,-6215.0,290
1,1.0,117.0,-6483.0,290
1,2.0,201.0,-13661.0,290
1,3.0,267.0,-8998.0,290
1,0.0,57.0,-6731.0,290
1,1.0,117.0,-6738.0,290
1,2.0,203.0,-12798.0,290
1,3.0,268.0,-9927.0,290
1,0.0,56.0,-6144.0,290
1,1.0,117.0,-6458.0,290
1,2.0,203.0,-13248.0,290
1,3.0,265.0,-10296.0,290
1,0.0,57.0,-6763.0,290
1,1.0,117.0,-6843.0,290
1,2.0,203.0,-13511.0,290
1,3.0,266.0,-9987.0,290
1,0.0,57.0,-6505.0,290
1,1.0,117.0,-6826.0,290
1,2.0,203.0,-13791.0,290
1,3.0,268.0,-10095.0,290
1,0.0,56.0,-6186.0,290
1,1.0,117.0,-6524.0,290
1,2.0,203.0,-14802.0,290
1,3.0,268.0,-9562.0,290
1,0.0,57.0,-6553.0,290
1,1.0,117.0,-6722.0,290
1,2.0,202.0,-13233.0,290
1,3.0,266.0,-9449.0,290
1,0.0,57.0,-6348.0,290
1,1.0,117.0,-6656.0,290
1,2.0,203.0,-13280.0,290
1,3.0,267.0,-9573.0,290
1,0.0,56.0,-5783.0,290
1,1.0,117.0,-6465.0,290
1,2.0,203.0,-12723.0,290
1,3.0,265.0,-9210.0,290
1,0.0,56.0,-6036.0,290
1,1.0,117.0,-6794.0,290
1,2.0,203.0,-14646.0,290
1,3.0,268.0,-9154.0,290
1,0.0,56.0,-5840.0,290
1,1.0,117.0,-6402.0,290
1,2.0,203.0,-13936.0,290
1,3.0,266.0,-8990.0,290
1,0.0,57.0,-6365.0,290
1,1.0,117.0,-6458.0,290
1,2.0,202.0,-13123.0,290
1,3.0,263.0,-9268.0,290
1,0.0,57.0,-6377.0,290
1,1.0,117.0,-6544.0,290
1,2.0,203.0,-12953.0,290
1,3.0,267.0,-9286.0,290
1,0.0,57.0,-6237.0,290
1,1.0,117.0,-6819.0,290
1,2.0,203.0,-14657.0,290
1,0.0,57.0,-6443.0,290
1,1.0,117.0,-6625.0,290
1,2.0,202.0,-12844.0,290
1,0.0,57.0,-6300.0,290
1,1.0,117.0,-6682.0,290
1,2.0,203.0,-14241.0,290
1,3.0,267.0,-10315.0,290
1,0.0,57.0,-6048.0,290
1,1.0,118.0,-6388.0,290
1,2.0,204.0,-13018.0,290
1,0.0,56.0,-6099.0,290
1,1.0,117.0,-6378.0,290
1,2.0,201.0,-12801.0,290
1,0.0,57.0,-6382.0,290
1,1.0,117.0,-6529.0,290
1,2.0,203.0,-14057.0,290
1,3.0,264.0,-9527.0,290
1,0.0,57.0,-6173.0,290
1,1.0,117.0,-6530.0,290
1,2.0,203.0,-13105.0,290
1,3.0,266.0,-10039.0,290
1,0.0,57.0,-6373.0,290
1,1.0,117.0,-6608.0,290
1,2.0,201.0,-14389.0,290
1,3.0,267.0,-9688.0,290
1,0.0,57.0,-6731.0,290
1,1.0,117.0,-6975.0,290
1,2.0,203.0,-13128.0,290
1,3.0,269.0,-10760.0,290
1,0.0,57.0,-6667.0,290
1,1.0,117.0,-6741.0,290
1,2.0,202.0,-13010.0,290
1,3.0,268.0,-10062.0,290
2,0.0,51.0,-3653.0,280
2,1.0,116.0,-3902.0,280
2,2.0,178.0,-11501.0,280
2,0.0,51.0,-3637.0,280
2,1.0,116.0,-3866.0,280
2,2.0,181.0,-11368.0,280
2,0.0,51.0,-3777.0,280
2,1.0,116.0,-3892.0,280
2,2.0,180.0,-10760.0,280
2,0.0,52.0,-3613.0,280
2,1.0,116.0,-3851.0,280
2,2.0,181.0,-10811.0,280
2,0.0,51.0,-3493.0,280
2,1.0,116.0,-3802.0,280
2,2.0,182.0,-12014.0,280
2,0.0,51.0,-3627.0,280
2,1.0,116.0,-3818.0,280
2,2.0,183.0,-10618.0,280
2,0.0,51.0,-3601.0,280
2,1.0,116.0,-3904.0,280
2,2.0,183.0,-10578.0,280
2,0.0,51.0,-3658.0,280
2,1.0,116.0,-3867.0,280
2,2.0,177.0,-10880.0,280
2,0.0,52.0,-3530.0,280
2,1.0,116.0,-3865.0,280
2,2.0,179.0,-11828.0,280
2,0.0,51.0,-3611.0,280
2,1.0,116.0,-3886.0,280
2,2.0,178.0,-11469.0,280
2,0.0,51.0,-3414.0,280
2,1.0,116.0,-3877.0,280
2,2.0,181.0,-11121.0,280
2,0.0,51.0,-3648.0,280
2,1.0,116.0,-3841.0,280
2,2.0,183.0,-10237.0,280
2,0.0,51.0,-3381.0,280
2,1.0,116.0,-3858.0,280
2,2.0,177.0,-11506.0,280
2,0.0,51.0,-3730.0,280
2,1.0,116.0,-3847.0,280
2,2.0,182.0,-10807.0,280
2,0.0,51.0,-3582.0,280
2,1.0,116.0,-3936.0,280
2,2.0,182.0,-11612.0,280
2,0.0,52.0,-3431.0,280
2,1.0,116.0,-3895.0,280
2,2.0,184.0,-9825.0,280
2,0.0,51.0,-3737.0,280
2,1.0,116.0,-3855.0,280
2,2.0,182.0,-11458.0,280
2,0.0,51.0,-3310.0,280
2,1.0,116.0,-3931.0,280
2,2.0,180.0,-11351.0,280
2,0.0,51.0,-3571.0,280
2,1.0,116.0,-3975.0,280
2,2.0,183.0,-9781.0,280
2,0.0,51.0,-3201.0,280
2,1.0,116.0,-3907.0,280
2,2.0,181.0,-10180.0,280
2,0.0,51.0,-3525.0,280
2,1.0,116.0,-3904.0,280
2,2.0,182.0,-11228.0,280
2,0.0,51.0,-3776.0,280
2,1.0,116.0,-3880.0,280
2,2.0,178.0,-11911.0,280
2,0.0,51.0,-3737.0,280
2,1.0,116.0,-3852.0,280
2,2.0,183.0,-10504.0,280
2,0.0,51.0,-3589.0,280
2,1.0,116.0,-3895.0,280
2,2.0,180.0,-11379.0,280
2,0.0,51.0,-3678.0,280
2,1.0,116.0,-3834.0,280
2,2.0,180.0,-9865.0,280
2,0.0,51.0,-3462.0,280
2,1.0,116.0,-3856.0,280
2,2.0,182.0,-11003.0,280
2,0.0,51.0,-3839.0,280
2,1.0,116.0,-3756.0,280
2,2.0,183.0,-10004.0,280
2,0.0,52.0,-3643.0,280
2,1.0,116.0,-3995.0,280
2,2.0,183.0,-10894.0,280
2,0.0,51.0,-3370.0,280
2,1.0,116.0,-3925.0,280
2,2.0,176.0,-11125.0,280
2,0.0,51.0,-3412.0,280
2,1.0,116.0,-3963.0,280
2,2.0,178.0,-10835.0,280
2,0.0,51.0,-3673.0,280
2,1.0,116.0,-3769.0,280
2,2.0,181.0,-10798.0,280
2,0.0,51.0,-3280.0,280
2,1.0,116.0,-3970.0,280
2,2.0,180.0,-11790.0,280
2,3.0,259.0,-13084.0,280
2,0.0,51.0,-3411.0,280
2,1.0,116.0,-3948.0,280
2,2.0,182.0,-10836.0,280
3,0.0,49.0,-1630.0,270
3,1.0,108.0,-7019.0,270
3,2.0,237.0,-10266.0,270
3,0.0,48.0,-2005.0,270
3,1.0,108.0,-6704.0,270
3,2.0,237.0,-10844.0,270
3,0.0,48.0,-2040.0,270
3,1.0,108.0,-6684.0,270
3,2.0,236.0,-9314.0,270
3,0.0,48.0,-1883.0,270
3,1.0,108.0,-6925.0,270
3,2.0,237.0,-9967.0,270
3,0.0,48.0,-2019.0,270
3,1.0,108.0,-6720.0,270
3,2.0,237.0,-11044.0,270
3,0.0,48.0,-1981.0,270
3,1.0,108.0,-6726.0,270
3,2.0,237.0,-9128.0,270
3,0.0,48.0,-1914.0,270
3,1.0,108.0,-6716.0,270
3,2.0,237.0,-10075.0,270
3,0.0,48.0,-1950.0,270
3,1.0,108.0,-6793.0,270
3,2.0,238.0,-9754.0,270
3,0.0,48.0,-2081.0,270
3,1.0,108.0,-6598.0,270
3,2.0,239.0,-10387.0,270
3,0.0,49.0,-1960.0,270
3,1.0,108.0,-6625.0,270
3,2.0,236.0,-10126.0,270
3,0.0,48.0,-2244.0,270
3,1.0,108.0,-6530.0,270
3,2.0,238.0,-9078.0,270
3,0.0,48.0,-1961.0,270
3,1.0,108.0,-7030.0,270
3,2.0,236.0,-10503.0,270
3,0.0,49.0,-1788.0,270
3,1.0,108.0,-6787.0,270
3,2.0,237.0,-9486.0,270
3,0.0,49.0,-1855.0,270
3,1.0,109.0,-6712.0,270
3,2.0,236.0,-9007.0,270
3,0.0,49.0,-1966.0,270
3,1.0,108.0,-6816.0,270
3,2.0,240.0,-10396.0,270
3,0.0,48.0,-2181.0,270
3,1.0,108.0,-6611.0,270
3,2.0,235.0,-10306.0,270
3,0.0,48.0,-2159.0,270
3,1.0,109.0,-6511.0,270
3,2.0,236.0,-10221.0,270
3,0.0,48.0,-1946.0,270
3,1.0,108.0,-6681.0,270
3,2.0,238.0,-9739.0,270
3,0.0,48.0,-2166.0,270
3,1.0,109.0,-6456.0,270
3,2.0,238.0,-9215.0,270
3,0.0,48.0,-2072.0,270
3,1.0,108.0,-6679.0,270
3,2.0,236.0,-9873.0,270
3,0.0,48.0,-2210.0,270
3,1.0,108.0,-6491.0,270
3,2.0,234.0,-11224.0,270
3,0.0,48.0,-1989.0,270
3,1.0,108.0,-6602.0,270
3,2.0,243.0,-10176.0,270
3,0.0,48.0,-2106.0,270
3,1.0,109.0,-6489.0,270
3,2.0,240.0,-10760.0,270
3,0.0,48.0,-2074.0,270
3,1.0,108.0,-6562.0,270
3,2.0,236.0,-9915.0,270
3,0.0,48.0,-2048.0,270
3,1.0,108.0,-6600.0,270
3,2.0,239.0,-8555.0,270
3,0.0,48.0,-1910.0,270
3,1.0,108.0,-6640.0,270
3,2.0,239.0,-9996.0,270
3,0.0,48.0,-2133.0,270
3,1.0,109.0,-6514.0,270
3,2.0,236.0,-9795.0,270
3,0.0,48.0,-2062.0,270
3,1.0,108.0,-6633.0,270
3,2.0,236.0,-10122.0,270
3,0.0,48.0,-1992.0,270
3,1.0,108.0,-6492.0,270
3,2.0,241.0,-10595.0,270
3,0.0,48.0,-1973.0,270
3,1.0,108.0,-6658.0,270
3,2.0,239.0,-10094.0,270
3,0.0,49.0,-1891.0,270
3,1.0,108.0,-6755.0,270
3,2.0,239.0,-10335.0,270
3,0.0,48.0,-2034.0,270
3,1.0,108.0,-6692.0,270
3,2.0,239.0,-10121.0,270
3,0.0,49.0,-1745.0,270
3,1.0,108.0,-6893.0,270
3,2.0,236.0,-9657.0,270
3,0.0,49.0,-1975.0,270
4,1.0,109.0,-6639.0,260
4,2.0,239.0,-10151.0,260
4,0.0,78.0,-6662.0,260
4,1.0,122.0,-7801.0,260
4,2.0,188.0,-16971.0,260
4,0.0,31.0,-11840.0,260
4,1.0,78.0,-6552.0,260
4,2.0,122.0,-7961.0,260
4,3.0,192.0,-16989.0,260
4,0.0,78.0,-6577.0,260
4,1.0,122.0,-8041.0,260
4,2.0,186.0,-16949.0,260
4,0.0,78.0,-6623.0,260
4,1.0,122.0,-7944.0,260
4,2.0,189.0,-17054.0,260
4,0.0,31.0,-11782.0,260
4,1.0,78.0,-6588.0,260
4,2.0,123.0,-7898.0,260
4,3.0,191.0,-16956.0,260
4,0.0,77.0,-6558.0,260
4,1.0,122.0,-7972.0,260
4,2.0,183.0,-13810.0,260
4,0.0,77.0,-6634.0,260
4,1.0,122.0,-8040.0,260
4,2.0,191.0,-17060.0,260
4,3.0,244.0,-16047.0,260
4,0.0,78.0,-6464.0,260
4,1.0,122.0,-7915.0,260
4,2.0,189.0,-17293.0,260
4,0.0,78.0,-6563.0,260
4,1.0,122.0,-7807.0,260
4,2.0,234.0,-17081.0,260
4,0.0,32.0,-11926.0,260
4,1.0,78.0,-6654.0,260
4,2.0,122.0,-8080.0,260
4,3.0,181.0,-13426.0,260
4,0.0,32.0,-11896.0,260
4,1.0,78.0,-6469.0,260
4,2.0,122.0,-7888.0,260
4,3.0,189.0,-17344.0,260
4,0.0,78.0,-6585.0,260
4,1.0,122.0,-7925.0,260
4,2.0,182.0,-13241.0,260
4,0.0,78.0,-6577.0,260
4,1.0,122.0,-7863.0,260
4,2.0,185.0,-17492.0,260
4,0.0,78.0,-6568.0,260
4,1.0,122.0,-7793.0,260
4,2.0,186.0,-17902.0,260
4,0.0,32.0,-11947.0,260
4,1.0,78.0,-6613.0,260
4,2.0,122.0,-7908.0,260
4,3.0,189.0,-17652.0,260
4,0.0,78.0,-6557.0,260
4,1.0,122.0,-7751.0,260
4,2.0,186.0,-17542.0,260
4,0.0,31.0,-11816.0,260
4,1.0,78.0,-6496.0,260
4,2.0,122.0,-7780.0,260
4,3.0,190.0,-17115.0,260
4,0.0,77.0,-6581.0,260
4,1.0,123.0,-7805.0,260
4,2.0,187.0,-17312.0,260
4,0.0,31.0,-11889.0,260
4,1.0,78.0,-6642.0,260
4,2.0,123.0,-8009.0,260
4,3.0,192.0,-17511.0,260
4,0.0,32.0,-11978.0,260
4,1.0,77.0,-6761.0,260
4,2.0,123.0,-7934.0,260
4,3.0,193.0,-16928.0,260
4,0.0,31.0,-11729.0,260
4,1.0,78.0,-6627.0,260
4,2.0,122.0,-7958.0,260
4,3.0,188.0,-17489.0,260
4,4.0,238.0,-15542.0,260
4,0.0,78.0,-6571.0,260
4,1.0,122.0,-7991.0,260
4,2.0,193.0,-16601.0,260
4,0.0,78.0,-6588.0,260
4,1.0,123.0,-7823.0,260
4,2.0,187.0,-17369.0,260
4,3.0,235.0,-14752.0,260
4,0.0,78.0,-6673.0,260
4,1.0,122.0,-8014.0,260
4,2.0,183.0,-13238.0,260
4,0.0,78.0,-6472.0,260
4,1.0,122.0,-7917.0,260
4,2.0,188.0,-17256.0,260
4,0.0,78.0,-6550.0,260
4,1.0,122.0,-7824.0,260
4,2.0,182.0,-12840.0,260
4,0.0,78.0,-6624.0,260
4,1.0,122.0,-8009.0,260
4,2.0,189.0,-16965.0,260
4,0.0,78.0,-6639.0,260
4,1.0,122.0,-7937.0,260
4,2.0,186.0,-17741.0,260
4,0.0,78.0,-6593.0,260
4,1.0,122.0,-7880.0,260
5,2.0,171.0,-10228.0,250
5,3.0,239.0,-16857.0,250
5,0.0,34.0,-6951.0,250
5,1.0,103.0,-8881.0,250
5,2.0,189.0,-15513.0,250
5,3.0,240.0,-16617.0,250
5,0.0,34.0,-6893.0,250
5,1.0,105.0,-8883.0,250
5,2.0,191.0,-14566.0,250
5,0.0,34.0,-6751.0,250
5,1.0,105.0,-8583.0,250
5,2.0,190.0,-15029.0,250
5,0.0,34.0,-7172.0,250
5,1.0,102.0,-8920.0,250
5,2.0,191.0,-15296.0,250
5,0.0,34.0,-6669.0,250
5,1.0,104.0,-8713.0,250
5,2.0,210.0,-15467.0,250
5,0.0,35.0,-6864.0,250
5,1.0,105.0,-8808.0,250
5,2.0,190.0,-14972.0,250
5,3.0,239.0,-16071.0,250
5,0.0,36.0,-5685.0,250
5,1.0,108.0,-8238.0,250
5,2.0,208.0,-16852.0,250
5,0.0,35.0,-6339.0,250
5,1.0,106.0,-8265.0,250
5,2.0,191.0,-15933.0,250
5,0.0,35.0,-6523.0,250
5,1.0,105.0,-8741.0,250
5,2.0,191.0,-15876.0,250
5,0.0,36.0,-5842.0,250
5,1.0,109.0,-8256.0,250
5,2.0,190.0,-16016.0,250
5,0.0,36.0,-5388.0,250
5,1.0,110.0,-8056.0,250
5,2.0,227.0,-16972.0,250
5,0.0,35.0,-6123.0,250
5,1.0,107.0,-8416.0,250
5,2.0,191.0,-16530.0,250
5,3.0,231.0,-17263.0,250
5,0.0,35.0,-6373.0,250
5,1.0,106.0,-8485.0,250
5,2.0,210.0,-16184.0,250
5,0.0,35.0,-6239.0,250
5,1.0,107.0,-8307.0,250
5,2.0,191.0,-16051.0,250
5,3.0,231.0,-15186.0,250
5,0.0,35.0,-5993.0,250
5,1.0,108.0,-8335.0,250
5,2.0,192.0,-16234.0,250
5,3.0,232.0,-16486.0,250
5,0.0,36.0,-5869.0,250
5,1.0,108.0,-8323.0,250
5,2.0,190.0,-16440.0,250
5,0.0,36.0,-5798.0,250
5,1.0,108.0,-8337.0,250
5,2.0,192.0,-16279.0,250
5,0.0,37.0,-5518.0,250
5,1.0,109.0,-8177.0,250
5,2.0,208.0,-16327.0,250
5,0.0,37.0,-5258.0,250
5,1.0,109.0,-8105.0,250
5,2.0,207.0,-15151.0,250
5,0.0,36.0,-6224.0,250
5,1.0,107.0,-8323.0,250
5,2.0,190.0,-16465.0,250
5,3.0,233.0,-14645.0,250
5,0.0,36.0,-5834.0,250
5,1.0,109.0,-8188.0,250
5,2.0,190.0,-16529.0,250
5,0.0,36.0,-5709.0,250
5,1.0,109.0,-8094.0,250
5,2.0,205.0,-16213.0,250
5,0.0,36.0,-5563.0,250
5,1.0,110.0,-8024.0,250
5,2.0,189.0,-16803.0,250
5,0.0,36.0,-5689.0,250
5,1.0,108.0,-8271.0,250
5,2.0,210.0,-15787.0,250
5,0.0,36.0,-6023.0,250
5,1.0,108.0,-8305.0,250
5,2.0,190.0,-16336.0,250
5,0.0,35.0,-6007.0,250
5,1.0,107.0,-8410.0,250
5,2.0,191.0,-16201.0,250
5,0.0,36.0,-5863.0,250
5,1.0,108.0,-8330.0,250
5,2.0,209.0,-15203.0,250
5,0.0,36.0,-5675.0,250
5,1.0,109.0,-8129.0,250
5,2.0,191.0,-16009.0,250
5,0.0,36.0,-5577.0,250
5,1.0,110.0,-8061.0,250
5,2.0,209.0,-15373.0,250
5,0.0,36.0,-5805.0,250
5,1.0,108.0,-8242.0,250
5,2.0,208.0,-16059.0,250
5,0.0,36.0,-6247.0,250
5,1.0,107.0,-8319.0,250
6,2.0,190.0,-16099.0,240
6,3.0,232.0,-15153.0,240
6,0.0,34.0,-3878.0,240
6,1.0,133.0,-6113.0,240
6,0.0,32.0,-4345.0,240
6,1.0,133.0,-6185.0,240
6,0.0,34.0,-4145.0,240
6,1.0,133.0,-6180.0,240
6,0.0,34.0,-4078.0,240
6,1.0,132.0,-6287.0,240
6,0.0,33.0,-3960.0,240
6,1.0,133.0,-6094.0,240
6,0.0,33.0,-4005.0,240
6,1.0,133.0,-6175.0,240
6,0.0,33.0,-3923.0,240
6,1.0,83.0,-18108.0,240
6,2.0,133.0,-6238.0,240
6,0.0,34.0,-4342.0,240
6,1.0,132.0,-6353.0,240
6,0.0,34.0,-4003.0,240
6,1.0,132.0,-6253.0,240
6,0.0,34.0,-4313.0,240
6,1.0,132.0,-6121.0,240
6,0.0,34.0,-4091.0,240
6,1.0,133.0,-6049.0,240
6,0.0,34.0,-4447.0,240
6,1.0,85.0,-17967.0,240
6,2.0,132.0,-6319.0,240
6,0.0,35.0,-4189.0,240
6,1.0,84.0,-18459.0,240
6,2.0,132.0,-6159.0,240
6,0.0,33.0,-4216.0,240
6,1.0,82.0,-18116.0,240
6,2.0,133.0,-6341.0,240
6,0.0,34.0,-3891.0,240
6,1.0,133.0,-6065.0,240
6,0.0,34.0,-4282.0,240
6,1.0,85.0,-17883.0,240
6,2.0,132.0,-6264.0,240
6,0.0,33.0,-4458.0,240
6,1.0,132.0,-6265.0,240
6,0.0,34.0,-4296.0,240
6,1.0,132.0,-6251.0,240
6,0.0,34.0,-4089.0,240
6,1.0,132.0,-6182.0,240
6,0.0,33.0,-4584.0,240
6,1.0,86.0,-17688.0,240
6,2.0,132.0,-6184.0,240
6,0.0,34.0,-4271.0,240
6,1.0,86.0,-17657.0,240
6,2.0,133.0,-6160.0,240
6,0.0,34.0,-4024.0,240
6,1.0,134.0,-6056.0,240
6,0.0,34.0,-3985.0,240
6,1.0,133.0,-6178.0,240
6,0.0,34.0,-4155.0,240
6,1.0,133.0,-6045.0,240
6,0.0,34.0,-4417.0,240
6,1.0,132.0,-6184.0,240
6,0.0,34.0,-4027.0,240
6,1.0,132.0,-6107.0,240
6,0.0,34.0,-4158.0,240
6,1.0,133.0,-6087.0,240
6,0.0,33.0,-4260.0,240
6,1.0,133.0,-6254.0,240
6,0.0,33.0,-4305.0,240
6,1.0,133.0,-6321.0,240
6,0.0,33.0,-4037.0,240
6,1.0,132.0,-6239.0,240
6,0.0,34.0,-4151.0,240
6,1.0,85.0,-17820.0,240
6,2.0,132.0,-6229.0,240
6,0.0,34.0,-3969.0,240
6,1.0,133.0,-6104.0,240
6,0.0,34.0,-3842.0,240
6,1.0,132.0,-6102.0,240
6,0.0,33.0,-4115.0,240
6,1.0,133.0,-6198.0,240
6,0.0,34.0,-4244.0,240
6,1.0,132.0,-6256.0,240
6,0.0,34.0,-4298.0,240
6,1.0,133.0,-6165.0,240
6,0.0,34.0,-4080.0,240
6,1.0,82.0,-18654.0,240
6,2.0,132.0,-6238.0,240
6,0.0,34.0,-3709.0,240
6,1.0,132.0,-6130.0,240
6,0.0,34.0,-3884.0,240
6,1.0,132.0,-6261.0,240
6,0.0,34.0,-4225.0,240
6,1.0,133.0,-6193.0,240
6,0.0,33.0,-4395.0,240
6,1.0,84.0,-18059.0,240
6,2.0,133.0,-6337.0,240
6,0.0,34.0,-3983.0,240
6,1.0,133.0,-6029.0,240
6,0.0,33.0,-4503.0,240
6,1.0,132.0,-6134.0,240
6,0.0,35.0,-4022.0,240
6,1.0,132.0,-6079.0,240
7,0.0,34.0,-2529.0,230
7,1.0,120.0,-6437.0,230
7,0.0,32.0,-2866.0,230
7,1.0,119.0,-6134.0,230
7,0.0,34.0,-2400.0,230
7,1.0,119.0,-6405.0,230
7,0.0,33.0,-2719.0,230
7,1.0,119.0,-6255.0,230
7,0.0,34.0,-2425.0,230
7,1.0,119.0,-6366.0,230
7,0.0,34.0,-2510.0,230
7,1.0,119.0,-6411.0,230
7,0.0,34.0,-2315.0,230
7,1.0,120.0,-6406.0,230
7,0.0,35.0,-2350.0,230
7,1.0,119.0,-6436.0,230
7,0.0,34.0,-2566.0,230
7,1.0,119.0,-6423.0,230
7,0.0,33.0,-2767.0,230
7,1.0,120.0,-6342.0,230
7,0.0,34.0,-2489.0,230
7,1.0,120.0,-6330.0,230
7,0.0,33.0,-2716.0,230
7,1.0,119.0,-6432.0,230
7,0.0,33.0,-2726.0,230
7,1.0,119.0,-6301.0,230
7,0.0,34.0,-2402.0,230
7,1.0,119.0,-6426.0,230
7,0.0,32.0,-2963.0,230
7,1.0,120.0,-6284.0,230
7,0.0,34.0,-2400.0,230
7,1.0,119.0,-6370.0,230
7,0.0,34.0,-2482.0,230
7,1.0,120.0,-6409.0,230
7,0.0,34.0,-2517.0,230
7,1.0,119.0,-6472.0,230
7,0.0,33.0,-2642.0,230
7,1.0,119.0,-6349.0,230
7,0.0,32.0,-2795.0,230
7,1.0,119.0,-6368.0,230
7,0.0,33.0,-2716.0,230
7,1.0,120.0,-6231.0,230
7,0.0,34.0,-2481.0,230
7,1.0,119.0,-6328.0,230
7,0.0,34.0,-2400.0,230
7,1.0,119.0,-6372.0,230
7,0.0,33.0,-2558.0,230
7,1.0,119.0,-6266.0,230
7,0.0,32.0,-2990.0,230
7,1.0,120.0,-6297.0,230
7,0.0,34.0,-2426.0,230
7,1.0,119.0,-6335.0,230
7,0.0,34.0,-2497.0,230
7,1.0,119.0,-6459.0,230
7,0.0,34.0,-2556.0,230
7,1.0,119.0,-6300.0,230
7,0.0,32.0,-2861.0,230
7,1.0,120.0,-6371.0,230
7,0.0,33.0,-2729.0,230
7,1.0,120.0,-6294.0,230
7,0.0,34.0,-2312.0,230
7,1.0,119.0,-6467.0,230
7,0.0,34.0,-2360.0,230
7,1.0,119.0,-6410.0,230
7,0.0,33.0,-2706.0,230
7,1.0,120.0,-6452.0,230
7,0.0,33.0,-2708.0,230
7,1.0,119.0,-6406.0,230
7,0.0,35.0,-2223.0,230
7,1.0,119.0,-6332.0,230
7,0.0,34.0,-2484.0,230
7,1.0,119.0,-6276.0,230
7,0.0,34.0,-2305.0,230
7,1.0,120.0,-6434.0,230
7,0.0,32.0,-2933.0,230
7,1.0,119.0,-6328.0,230
7,0.0,34.0,-2253.0,230
7,1.0,119.0,-6389.0,230
7,0.0,33.0,-2714.0,230
7,1.0,119.0,-6387.0,230
7,0.0,35.0,-2282.0,230
7,1.0,120.0,-6452.0,230
7,0.0,34.0,-2505.0,230
7,1.0,119.0,-6446.0,230
7,0.0,33.0,-2758.0,230
7,1.0,120.0,-6337.0,230
7,0.0,34.0,-2396.0,230
7,1.0,119.0,-6464.0,230
7,0.0,34.0,-2359.0,230
7,1.0,120.0,-6309.0,230
7,0.0,34.0,-2368.0,230
7,1.0,119.0,-6230.0,230
7,0.0,34.0,-2478.0,230
7,1.0,119.0,-6487.0,230
7,0.0,34.0,-2408.0,230
7,1.0,119.0,-6456.0,230
7,0.0,33.0,-2704.0,230
7,1.0,120.0,-6357.0,230
7,0.0,34.0,-2456.0,230
7,1.0,119.0,-6273.0,230
